currency_from,currency_to,value,date
KZT,RUB,0.17266,2020-04-08
KZT,RUB,0.17379,2020-04-09
KZT,RUB,0.17247,2020-04-10
KZT,RUB,0.17139,2020-04-11
KZT,RUB,0.17182,2020-04-14
KZT,RUB,0.17213,2020-04-15
KZT,RUB,0.17289,2020-04-16
KZT,RUB,0.17451,2020-04-17
KZT,RUB,0.17328,2020-04-18
KZT,RUB,0.1744,2020-04-21
KZT,RUB,0.17647,2020-04-22
KZT,RUB,0.17605,2020-04-23
KZT,RUB,0.17386,2020-04-24
KZT,RUB,0.1727,2020-04-25
KZT,RUB,0.17279,2020-04-28
KZT,RUB,0.17285,2020-04-29
KZT,RUB,0.17155,2020-04-30
KZT,RUB,0.1713,2020-05-01
KZT,RUB,0.17572,2020-05-07
KZT,RUB,0.17565,2020-05-08
KZT,RUB,0.17507,2020-05-09
KZT,RUB,0.17465,2020-05-13
KZT,RUB,0.17449,2020-05-14
KZT,RUB,0.17475,2020-05-15
KZT,RUB,0.17411,2020-05-16
KZT,RUB,0.17482,2020-05-19
KZT,RUB,0.17433,2020-05-20
KZT,RUB,0.17412,2020-05-21
KZT,RUB,0.17175,2020-05-22
KZT,RUB,0.1727,2020-05-23
KZT,RUB,0.17275,2020-05-26
KZT,RUB,0.17211,2020-05-27
KZT,RUB,0.17223,2020-05-28
KZT,RUB,0.17218,2020-05-29
KZT,RUB,0.17164,2020-05-30
KZT,RUB,0.17058,2020-06-02
KZT,RUB,0.17147,2020-06-03
KZT,RUB,0.17119,2020-06-04
KZT,RUB,0.17221,2020-06-05
KZT,RUB,0.17136,2020-06-06
KZT,RUB,0.17183,2020-06-09
KZT,RUB,0.17166,2020-06-10
KZT,RUB,0.17157,2020-06-11
KZT,RUB,0.1727,2020-06-12
KZT,RUB,0.17341,2020-06-16
KZT,RUB,0.17255,2020-06-17
KZT,RUB,0.17175,2020-06-18
KZT,RUB,0.17164,2020-06-19
KZT,RUB,0.17225,2020-06-20
KZT,RUB,0.17244,2020-06-23
KZT,RUB,0.17156,2020-06-24
KZT,RUB,0.17126,2020-06-25
KZT,RUB,0.17171,2020-06-26
KZT,RUB,0.17168,2020-06-27
KZT,RUB,0.17285,2020-06-30
KZT,RUB,0.1741,2020-07-01
KZT,RUB,0.17335,2020-07-02
KZT,RUB,0.17337,2020-07-03
KZT,RUB,0.17334,2020-07-04
KZT,RUB,0.17526,2020-07-07
KZT,RUB,0.17605,2020-07-08
KZT,RUB,0.17352,2020-07-09
KZT,RUB,0.17229,2020-07-10
KZT,RUB,0.17228,2020-07-11
KZT,RUB,0.17174,2020-07-14
KZT,RUB,0.17214,2020-07-15
KZT,RUB,0.17149,2020-07-16
KZT,RUB,0.17249,2020-07-17
KZT,RUB,0.17307,2020-07-18
KZT,RUB,0.17323,2020-07-21
KZT,RUB,0.17177,2020-07-22
KZT,RUB,0.17155,2020-07-23
KZT,RUB,0.17171,2020-07-24
KZT,RUB,0.17276,2020-07-25
KZT,RUB,0.17261,2020-07-28
KZT,RUB,0.17327,2020-07-29
KZT,RUB,0.17303,2020-07-30
KZT,RUB,0.17462,2020-07-31
KZT,RUB,0.17409,2020-08-01
KZT,RUB,0.17597,2020-08-04
KZT,RUB,0.17481,2020-08-05
KZT,RUB,0.17497,2020-08-06
KZT,RUB,0.17454,2020-08-07
KZT,RUB,0.17546,2020-08-08
KZT,RUB,0.17571,2020-08-11
KZT,RUB,0.17478,2020-08-12
KZT,RUB,0.17446,2020-08-13
KZT,RUB,0.17551,2020-08-14
KZT,RUB,0.17441,2020-08-15
KZT,RUB,0.17445,2020-08-18
KZT,RUB,0.17541,2020-08-19
KZT,RUB,0.17499,2020-08-20
KZT,RUB,0.17597,2020-08-21
KZT,RUB,0.17656,2020-08-22
KZT,RUB,0.17717,2020-08-25
KZT,RUB,0.17778,2020-08-26
KZT,RUB,0.17988,2020-08-27
KZT,RUB,0.17918,2020-08-28
KZT,RUB,0.17757,2020-08-29
KZT,RUB,0.17562,2020-09-01
KZT,RUB,0.17581,2020-09-02
KZT,RUB,0.17632,2020-09-03
KZT,RUB,0.17928,2020-09-04
KZT,RUB,0.17861,2020-09-05
KZT,RUB,0.17854,2020-09-08
KZT,RUB,0.179,2020-09-09
KZT,RUB,0.17776,2020-09-10
KZT,RUB,0.17684,2020-09-11
KZT,RUB,0.17529,2020-09-12
KZT,RUB,0.17506,2020-09-15
KZT,RUB,0.17605,2020-09-16
KZT,RUB,0.17626,2020-09-17
KZT,RUB,0.17737,2020-09-18
KZT,RUB,0.17829,2020-09-19
KZT,RUB,0.18015,2020-09-22
KZT,RUB,0.17985,2020-09-23
KZT,RUB,0.17947,2020-09-24
KZT,RUB,0.18066,2020-09-25
KZT,RUB,0.17997,2020-09-26
KZT,RUB,0.18277,2020-09-29
KZT,RUB,0.18461,2020-09-30
KZT,RUB,0.182,2020-10-01
KZT,RUB,0.1798,2020-10-02
KZT,RUB,0.18044,2020-10-03
KZT,RUB,0.18087,2020-10-06
KZT,RUB,0.18246,2020-10-07
KZT,RUB,0.18206,2020-10-08
KZT,RUB,0.18182,2020-10-09
KZT,RUB,0.18021,2020-10-10
KZT,RUB,0.17995,2020-10-13
KZT,RUB,0.18005,2020-10-14
KZT,RUB,0.17999,2020-10-15
KZT,RUB,0.18182,2020-10-16
KZT,RUB,0.1817,2020-10-17
KZT,RUB,0.18188,2020-10-20
KZT,RUB,0.18135,2020-10-21
KZT,RUB,0.18001,2020-10-22
KZT,RUB,0.17987,2020-10-23
KZT,RUB,0.17883,2020-10-24
KZT,RUB,0.17784,2020-10-27
KZT,RUB,0.17787,2020-10-28
KZT,RUB,0.17996,2020-10-29
KZT,RUB,0.18228,2020-10-30
KZT,RUB,0.18315,2020-10-31
KZT,RUB,0.18489,2020-11-03
KZT,RUB,0.18459,2020-11-04
KZT,RUB,0.18134,2020-11-06
KZT,RUB,0.17849,2020-11-07
KZT,RUB,0.17859,2020-11-10
KZT,RUB,0.17807,2020-11-11
KZT,RUB,0.17835,2020-11-12
KZT,RUB,0.17961,2020-11-13
KZT,RUB,0.17975,2020-11-14
KZT,RUB,0.17912,2020-11-17
KZT,RUB,0.17787,2020-11-18
KZT,RUB,0.17751,2020-11-19
KZT,RUB,0.17802,2020-11-20
KZT,RUB,0.1775,2020-11-21
KZT,RUB,0.17824,2020-11-24
KZT,RUB,0.17856,2020-11-25
KZT,RUB,0.17843,2020-11-26
KZT,RUB,0.17831,2020-11-27
KZT,RUB,0.1789,2020-11-28
KZT,RUB,0.17907,2020-12-01
KZT,RUB,0.17929,2020-12-02
KZT,RUB,0.17775,2020-12-03
KZT,RUB,0.1778,2020-12-04
KZT,RUB,0.17634,2020-12-05
KZT,RUB,0.17599,2020-12-08
KZT,RUB,0.17493,2020-12-09
KZT,RUB,0.17452,2020-12-10
KZT,RUB,0.17532,2020-12-11
KZT,RUB,0.17447,2020-12-12
KZT,RUB,0.17421,2020-12-15
KZT,RUB,0.17483,2020-12-16
KZT,RUB,0.17492,2020-12-17
KZT,RUB,0.17387,2020-12-18
KZT,RUB,0.17467,2020-12-19
KZT,RUB,0.17763,2020-12-22
KZT,RUB,0.17909,2020-12-23
KZT,RUB,0.17909,2020-12-24
KZT,RUB,0.17834,2020-12-25
KZT,RUB,0.17563,2020-12-26
KZT,RUB,0.1754,2020-12-29
KZT,RUB,0.17515,2020-12-30
KZT,RUB,0.17548,2020-12-31
KZT,RUB,0.17525,2021-01-01
KZT,RUB,0.17751,2021-01-12
KZT,RUB,0.17653,2021-01-13
KZT,RUB,0.17544,2021-01-14
KZT,RUB,0.17569,2021-01-15
KZT,RUB,0.17532,2021-01-16
KZT,RUB,0.17584,2021-01-19
KZT,RUB,0.17558,2021-01-20
KZT,RUB,0.17527,2021-01-21
KZT,RUB,0.1753,2021-01-22
KZT,RUB,0.17693,2021-01-23
KZT,RUB,0.17794,2021-01-26
KZT,RUB,0.17898,2021-01-27
KZT,RUB,0.17787,2021-01-28
KZT,RUB,0.1796,2021-01-29
KZT,RUB,0.17978,2021-01-30
KZT,RUB,0.17808,2021-02-02
KZT,RUB,0.17912,2021-02-03
KZT,RUB,0.17959,2021-02-04
KZT,RUB,0.17952,2021-02-05
KZT,RUB,0.17875,2021-02-06
KZT,RUB,0.17734,2021-02-09
KZT,RUB,0.17715,2021-02-10
KZT,RUB,0.17683,2021-02-11
KZT,RUB,0.17656,2021-02-12
KZT,RUB,0.17636,2021-02-13
KZT,RUB,0.17581,2021-02-16
KZT,RUB,0.17588,2021-02-17
KZT,RUB,0.17692,2021-02-18
KZT,RUB,0.17724,2021-02-19
KZT,RUB,0.17703,2021-02-20
KZT,RUB,0.17723,2021-02-21
KZT,RUB,0.17747,2021-02-25
KZT,RUB,0.17705,2021-02-26
KZT,RUB,0.17826,2021-02-27
KZT,RUB,0.17702,2021-03-02
KZT,RUB,0.17712,2021-03-03
KZT,RUB,0.17522,2021-03-04
KZT,RUB,0.17585,2021-03-05
KZT,RUB,0.17706,2021-03-06
KZT,RUB,0.17691,2021-03-10
KZT,RUB,0.17602,2021-03-11
KZT,RUB,0.17538,2021-03-12
KZT,RUB,0.17538,2021-03-13
KZT,RUB,0.17476,2021-03-16
KZT,RUB,0.17415,2021-03-17
KZT,RUB,0.17454,2021-03-18
KZT,RUB,0.17575,2021-03-19
KZT,RUB,0.176,2021-03-20
KZT,RUB,0.17722,2021-03-23
KZT,RUB,0.179,2021-03-24
KZT,RUB,0.18089,2021-03-25
KZT,RUB,0.17974,2021-03-26
KZT,RUB,0.17863,2021-03-27
KZT,RUB,0.17878,2021-03-30
KZT,RUB,0.17827,2021-03-31
KZT,RUB,0.1778,2021-04-01
KZT,RUB,0.17733,2021-04-02
KZT,RUB,0.17818,2021-04-03
KZT,RUB,0.17898,2021-04-06
KZT,RUB,0.17781,2021-04-07
KZT,RUB,0.17976,2021-04-08
KZT,RUB,0.17783,2021-04-09
KZT,RUB,0.17802,2021-04-10
KZT,RUB,0.17874,2021-04-13
KZT,RUB,0.17817,2021-04-14
KZT,RUB,0.17574,2021-04-15
KZT,RUB,0.17832,2021-04-16
KZT,RUB,0.17568,2021-04-17
KZT,RUB,0.17683,2021-04-20
KZT,RUB,0.17672,2021-04-21
KZT,RUB,0.17762,2021-04-22
KZT,RUB,0.17672,2021-04-23
KZT,RUB,0.17436,2021-04-24
KZT,RUB,0.17382,2021-04-27
KZT,RUB,0.17452,2021-04-28
KZT,RUB,0.17442,2021-04-29
KZT,RUB,0.17381,2021-04-30
KZT,RUB,0.17418,2021-05-01
KZT,RUB,0.17546,2021-05-05
KZT,RUB,0.17542,2021-05-06
KZT,RUB,0.17484,2021-05-07
KZT,RUB,0.17378,2021-05-08
KZT,RUB,0.17352,2021-05-12
KZT,RUB,0.17374,2021-05-13
KZT,RUB,0.17371,2021-05-14
KZT,RUB,0.17263,2021-05-15
KZT,RUB,0.17261,2021-05-18
KZT,RUB,0.173,2021-05-19
KZT,RUB,0.17216,2021-05-20
KZT,RUB,0.17158,2021-05-21
KZT,RUB,0.17153,2021-05-22
KZT,RUB,0.17181,2021-05-25
KZT,RUB,0.17197,2021-05-26
KZT,RUB,0.17175,2021-05-27
KZT,RUB,0.17129,2021-05-28
KZT,RUB,0.17167,2021-05-29
KZT,RUB,0.17091,2021-06-01
KZT,RUB,0.17124,2021-06-02
KZT,RUB,0.17156,2021-06-03
KZT,RUB,0.17105,2021-06-04
KZT,RUB,0.17104,2021-06-05
KZT,RUB,0.1708,2021-06-08
KZT,RUB,0.17017,2021-06-09
KZT,RUB,0.16881,2021-06-10
KZT,RUB,0.16884,2021-06-11
KZT,RUB,0.16778,2021-06-12
KZT,RUB,0.16831,2021-06-16
KZT,RUB,0.16905,2021-06-17
KZT,RUB,0.16951,2021-06-18
KZT,RUB,0.16853,2021-06-19
KZT,RUB,0.17103,2021-06-22
KZT,RUB,0.17131,2021-06-23
KZT,RUB,0.17,2021-06-24
KZT,RUB,0.16867,2021-06-25
KZT,RUB,0.16876,2021-06-26
KZT,RUB,0.16927,2021-06-29
KZT,RUB,0.1689,2021-06-30
KZT,RUB,0.16978,2021-07-01
KZT,RUB,0.17065,2021-07-02
KZT,RUB,0.17225,2021-07-03
KZT,RUB,0.17203,2021-07-06
KZT,RUB,0.17182,2021-07-07
KZT,RUB,0.17291,2021-07-08
KZT,RUB,0.17455,2021-07-09
KZT,RUB,0.17342,2021-07-10
KZT,RUB,0.17411,2021-07-13
KZT,RUB,0.17316,2021-07-14
KZT,RUB,0.17351,2021-07-15
KZT,RUB,0.174,2021-07-16
KZT,RUB,0.17371,2021-07-17
KZT,RUB,0.17365,2021-07-20
KZT,RUB,0.17384,2021-07-21
KZT,RUB,0.17404,2021-07-22
KZT,RUB,0.17285,2021-07-23
KZT,RUB,0.17326,2021-07-24
KZT,RUB,0.17382,2021-07-27
KZT,RUB,0.17352,2021-07-28
KZT,RUB,0.17281,2021-07-29
KZT,RUB,0.17209,2021-07-30
KZT,RUB,0.17189,2021-07-31
KZT,RUB,0.17192,2021-08-03
KZT,RUB,0.17175,2021-08-04
KZT,RUB,0.17148,2021-08-05
KZT,RUB,0.17194,2021-08-06
KZT,RUB,0.17225,2021-08-07
KZT,RUB,0.17229,2021-08-10
KZT,RUB,0.17272,2021-08-11
KZT,RUB,0.1736,2021-08-12
KZT,RUB,0.17316,2021-08-13
KZT,RUB,0.17277,2021-08-14
KZT,RUB,0.1724,2021-08-17
KZT,RUB,0.1728,2021-08-18
KZT,RUB,0.17257,2021-08-19
KZT,RUB,0.17357,2021-08-20
KZT,RUB,0.17399,2021-08-21
KZT,RUB,0.17393,2021-08-24
KZT,RUB,0.17385,2021-08-25
KZT,RUB,0.17313,2021-08-26
KZT,RUB,0.1734,2021-08-27
KZT,RUB,0.17305,2021-08-28
KZT,RUB,0.17218,2021-08-31
KZT,RUB,0.17175,2021-09-01
KZT,RUB,0.17161,2021-09-02
KZT,RUB,0.1709,2021-09-03
KZT,RUB,0.17124,2021-09-04
KZT,RUB,0.17115,2021-09-07
KZT,RUB,0.17167,2021-09-08
KZT,RUB,0.172,2021-09-09
KZT,RUB,0.17152,2021-09-10
KZT,RUB,0.17064,2021-09-11
KZT,RUB,0.17138,2021-09-14
KZT,RUB,0.1706,2021-09-15
KZT,RUB,0.17075,2021-09-16
KZT,RUB,0.17029,2021-09-17
KZT,RUB,0.17039,2021-09-18
KZT,RUB,0.172,2021-09-21
KZT,RUB,0.17173,2021-09-22
KZT,RUB,0.1711,2021-09-23
KZT,RUB,0.17102,2021-09-24
KZT,RUB,0.17168,2021-09-25
KZT,RUB,0.17101,2021-09-28
KZT,RUB,0.17073,2021-09-29
KZT,RUB,0.17092,2021-09-30
KZT,RUB,0.17065,2021-10-01
KZT,RUB,0.171,2021-10-02
KZT,RUB,0.17132,2021-10-05
KZT,RUB,0.17077,2021-10-06
KZT,RUB,0.17057,2021-10-07
KZT,RUB,0.1697,2021-10-08
KZT,RUB,0.16924,2021-10-09
KZT,RUB,0.16856,2021-10-12
KZT,RUB,0.16891,2021-10-13
KZT,RUB,0.16866,2021-10-14
KZT,RUB,0.16849,2021-10-15
KZT,RUB,0.16722,2021-10-16
KZT,RUB,0.16725,2021-10-19
KZT,RUB,0.16671,2021-10-20
KZT,RUB,0.16668,2021-10-21
KZT,RUB,0.16653,2021-10-22
KZT,RUB,0.16636,2021-10-23
KZT,RUB,0.16494,2021-10-26
KZT,RUB,0.16337,2021-10-27
KZT,RUB,0.16359,2021-10-28
KZT,RUB,0.16494,2021-10-29
KZT,RUB,0.16494,2021-10-30
KZT,RUB,0.16603,2021-11-02
KZT,RUB,0.16712,2021-11-03
KZT,RUB,0.16685,2021-11-04
KZT,RUB,0.16629,2021-11-09
KZT,RUB,0.166,2021-11-10
KZT,RUB,0.16487,2021-11-11
KZT,RUB,0.16567,2021-11-12
KZT,RUB,0.16693,2021-11-13
KZT,RUB,0.16788,2021-11-16
KZT,RUB,0.16828,2021-11-17
KZT,RUB,0.16855,2021-11-18
KZT,RUB,0.16752,2021-11-19
KZT,RUB,0.16839,2021-11-20
KZT,RUB,0.16946,2021-11-23
KZT,RUB,0.17247,2021-11-24
KZT,RUB,0.17188,2021-11-25
KZT,RUB,0.17233,2021-11-26
KZT,RUB,0.17339,2021-11-27
KZT,RUB,0.17115,2021-11-30
KZT,RUB,0.17044,2021-12-01
KZT,RUB,0.16957,2021-12-02
KZT,RUB,0.16793,2021-12-03
KZT,RUB,0.16811,2021-12-04
KZT,RUB,0.16821,2021-12-07
KZT,RUB,0.16977,2021-12-08
KZT,RUB,0.169,2021-12-09
KZT,RUB,0.16902,2021-12-10
KZT,RUB,0.16853,2021-12-11
KZT,RUB,0.16837,2021-12-14
KZT,RUB,0.16791,2021-12-15
KZT,RUB,0.1684,2021-12-16
KZT,RUB,0.16799,2021-12-17
KZT,RUB,0.16836,2021-12-18
KZT,RUB,0.16912,2021-12-21
KZT,RUB,0.1686,2021-12-22
KZT,RUB,0.16915,2021-12-23
KZT,RUB,0.16814,2021-12-24
KZT,RUB,0.16901,2021-12-25
KZT,RUB,0.16899,2021-12-28
KZT,RUB,0.16925,2021-12-29
KZT,RUB,0.16916,2021-12-30
KZT,RUB,0.169,2021-12-31
KZT,RUB,0.17233,2022-01-11
KZT,RUB,0.17186,2022-01-12
KZT,RUB,0.17137,2022-01-13
KZT,RUB,0.17144,2022-01-14
KZT,RUB,0.17368,2022-01-15
KZT,RUB,0.17462,2022-01-18
KZT,RUB,0.1752,2022-01-19
KZT,RUB,0.17596,2022-01-20
KZT,RUB,0.17532,2022-01-21
KZT,RUB,0.17581,2022-01-22
KZT,RUB,0.1774,2022-01-25
KZT,RUB,0.18017,2022-01-26
KZT,RUB,0.18117,2022-01-27
KZT,RUB,0.18168,2022-01-28
KZT,RUB,0.17881,2022-01-29
KZT,RUB,0.17838,2022-02-01
KZT,RUB,0.17772,2022-02-02
KZT,RUB,0.17625,2022-02-03
KZT,RUB,0.17631,2022-02-04
KZT,RUB,0.17594,2022-02-05
KZT,RUB,0.1757,2022-02-08
KZT,RUB,0.17596,2022-02-09
KZT,RUB,0.17559,2022-02-10
KZT,RUB,0.17502,2022-02-11
KZT,RUB,0.17463,2022-02-12
KZT,RUB,0.17765,2022-02-15
KZT,RUB,0.17695,2022-02-16
KZT,RUB,0.17553,2022-02-17
KZT,RUB,0.17679,2022-02-18
KZT,RUB,0.17693,2022-02-19
KZT,RUB,0.17953,2022-02-22
KZT,RUB,0.18468,2022-02-23
KZT,RUB,0.18531,2022-02-25
KZT,RUB,0.18002,2022-02-26
KZT,RUB,0.18839,2022-03-01
KZT,RUB,0.18662,2022-03-02
KZT,RUB,0.20981,2022-03-03
KZT,RUB,0.22581,2022-03-04
KZT,RUB,0.21052,2022-03-05
KZT,RUB,0.20735,2022-03-06
KZT,RUB,0.23065,2022-03-10
KZT,RUB,0.23149,2022-03-11
KZT,RUB,0.22838,2022-03-12
KZT,RUB,0.2249,2022-03-15
KZT,RUB,0.21707,2022-03-16
KZT,RUB,0.21201,2022-03-17
KZT,RUB,0.20614,2022-03-18
KZT,RUB,0.20489,2022-03-19
KZT,RUB,0.20633,2022-03-22
KZT,RUB,0.20513,2022-03-23
KZT,RUB,0.20301,2022-03-24
KZT,RUB,0.19451,2022-03-25
KZT,RUB,0.19398,2022-03-26
KZT,RUB,0.19473,2022-03-29
KZT,RUB,0.18476,2022-03-30
KZT,RUB,0.18065,2022-03-31
KZT,RUB,0.17735,2022-04-01
KZT,RUB,0.17545,2022-04-02
KZT,RUB,0.17689,2022-04-05
KZT,RUB,0.17631,2022-04-06
KZT,RUB,0.17843,2022-04-07
KZT,RUB,0.16497,2022-04-08
KZT,RUB,0.16312,2022-04-09
KZT,RUB,0.17713,2022-04-12
KZT,RUB,0.17713,2022-04-13
KZT,RUB,0.17754,2022-04-14
KZT,RUB,0.18057,2022-04-15
KZT,RUB,0.17859,2022-04-16
KZT,RUB,0.1749,2022-04-19
KZT,RUB,0.17568,2022-04-20
KZT,RUB,0.17377,2022-04-21
KZT,RUB,0.1689,2022-04-22
KZT,RUB,0.16554,2022-04-23
KZT,RUB,0.16523,2022-04-26
KZT,RUB,0.1622,2022-04-27
KZT,RUB,0.16069,2022-04-28
KZT,RUB,0.16082,2022-04-29
KZT,RUB,0.15836,2022-04-30
KZT,RUB,0.15718,2022-05-05
KZT,RUB,0.15163,2022-05-06
KZT,RUB,0.15751,2022-05-07
KZT,RUB,0.15844,2022-05-12
KZT,RUB,0.14864,2022-05-13
KZT,RUB,0.1467,2022-05-14
KZT,RUB,0.14829,2022-05-17
KZT,RUB,0.14792,2022-05-18
KZT,RUB,0.14687,2022-05-19
KZT,RUB,0.14422,2022-05-20
KZT,RUB,0.1365,2022-05-21
KZT,RUB,0.13695,2022-05-24
KZT,RUB,0.13409,2022-05-25
KZT,RUB,0.13504,2022-05-26
KZT,RUB,0.14947,2022-05-27
KZT,RUB,0.15735,2022-05-28
KZT,RUB,0.14562,2022-05-31
KZT,RUB,0.14415,2022-06-01
KZT,RUB,0.14825,2022-06-02
KZT,RUB,0.14501,2022-06-03
KZT,RUB,0.14318,2022-06-04
KZT,RUB,0.14147,2022-06-07
KZT,RUB,0.14114,2022-06-08
KZT,RUB,0.14026,2022-06-09
KZT,RUB,0.13471,2022-06-10
KZT,RUB,0.13297,2022-06-11
KZT,RUB,0.13089,2022-06-15
KZT,RUB,0.12998,2022-06-16
KZT,RUB,0.12971,2022-06-17
KZT,RUB,0.12825,2022-06-18
KZT,RUB,0.1257,2022-06-21
KZT,RUB,0.12342,2022-06-22
KZT,RUB,0.11894,2022-06-23
KZT,RUB,0.1175,2022-06-24
KZT,RUB,0.11472,2022-06-25
KZT,RUB,0.11332,2022-06-28
KZT,RUB,0.11492,2022-06-29
KZT,RUB,0.11218,2022-06-30
KZT,RUB,0.11291,2022-07-01
KZT,RUB,0.11432,2022-07-02
KZT,RUB,0.1181,2022-07-05
KZT,RUB,0.12606,2022-07-06
KZT,RUB,0.13406,2022-07-07
KZT,RUB,0.13456,2022-07-08
KZT,RUB,0.12838,2022-07-09
KZT,RUB,0.12908,2022-07-12
KZT,RUB,0.12661,2022-07-13
KZT,RUB,0.12365,2022-07-14
KZT,RUB,0.12241,2022-07-15
KZT,RUB,0.12089,2022-07-16
KZT,RUB,0.11775,2022-07-19
KZT,RUB,0.1145,2022-07-20
KZT,RUB,0.11418,2022-07-21
KZT,RUB,0.11737,2022-07-22
KZT,RUB,0.11906,2022-07-23
KZT,RUB,0.11941,2022-07-26
KZT,RUB,0.12326,2022-07-27
KZT,RUB,0.1255,2022-07-28
KZT,RUB,0.12538,2022-07-29
KZT,RUB,0.12806,2022-07-30
KZT,RUB,0.13006,2022-08-02
KZT,RUB,0.12546,2022-08-03
KZT,RUB,0.1266,2022-08-04
KZT,RUB,0.12652,2022-08-05
KZT,RUB,0.12678,2022-08-06
KZT,RUB,0.12619,2022-08-09
KZT,RUB,0.12669,2022-08-10
KZT,RUB,0.12637,2022-08-11
KZT,RUB,0.12682,2022-08-12
KZT,RUB,0.12749,2022-08-13
KZT,RUB,0.12894,2022-08-16
KZT,RUB,0.12899,2022-08-17
KZT,RUB,0.12748,2022-08-18
KZT,RUB,0.12591,2022-08-19
KZT,RUB,0.12424,2022-08-20
KZT,RUB,0.1254,2022-08-23
KZT,RUB,0.12637,2022-08-24
KZT,RUB,0.12753,2022-08-25
KZT,RUB,0.12938,2022-08-26
KZT,RUB,0.12922,2022-08-27
KZT,RUB,0.12895,2022-08-30
KZT,RUB,0.12896,2022-08-31
KZT,RUB,0.12869,2022-09-01
KZT,RUB,0.12756,2022-09-02
KZT,RUB,0.12806,2022-09-03
KZT,RUB,0.1289,2022-09-06
KZT,RUB,0.12876,2022-09-07
KZT,RUB,0.12949,2022-09-08
KZT,RUB,0.12852,2022-09-09
KZT,RUB,0.12665,2022-09-10
KZT,RUB,0.12772,2022-09-13
KZT,RUB,0.12726,2022-09-14
KZT,RUB,0.12625,2022-09-15
KZT,RUB,0.1259,2022-09-16
KZT,RUB,0.1266,2022-09-17
KZT,RUB,0.1261,2022-09-20
KZT,RUB,0.12568,2022-09-21
KZT,RUB,0.12727,2022-09-22
KZT,RUB,0.12524,2022-09-23
KZT,RUB,0.12072,2022-09-24
KZT,RUB,0.12098,2022-09-27
KZT,RUB,0.12187,2022-09-28
KZT,RUB,0.12205,2022-09-29
KZT,RUB,0.11976,2022-09-30
KZT,RUB,0.11596,2022-10-01
KZT,RUB,0.12076,2022-10-04
KZT,RUB,0.12364,2022-10-05
KZT,RUB,0.12568,2022-10-06
KZT,RUB,0.12818,2022-10-07
KZT,RUB,0.13066,2022-10-08
KZT,RUB,0.13201,2022-10-11
KZT,RUB,0.13453,2022-10-12
KZT,RUB,0.13424,2022-10-13
KZT,RUB,0.13286,2022-10-14
KZT,RUB,0.13155,2022-10-15
KZT,RUB,0.12951,2022-10-18
KZT,RUB,0.13047,2022-10-19
KZT,RUB,0.13025,2022-10-20
KZT,RUB,0.13082,2022-10-21
KZT,RUB,0.13068,2022-10-22
KZT,RUB,0.12933,2022-10-25
KZT,RUB,0.12969,2022-10-26
KZT,RUB,0.12989,2022-10-27
KZT,RUB,0.13018,2022-10-28
KZT,RUB,0.13223,2022-10-29
KZT,RUB,0.13195,2022-11-01
KZT,RUB,0.13116,2022-11-02
KZT,RUB,0.13216,2022-11-03
KZT,RUB,0.13483,2022-11-04
KZT,RUB,0.13185,2022-11-08
KZT,RUB,0.1313,2022-11-09
KZT,RUB,0.13159,2022-11-10
KZT,RUB,0.13154,2022-11-11
KZT,RUB,0.12828,2022-11-12
KZT,RUB,0.13073,2022-11-15
KZT,RUB,0.13119,2022-11-16
KZT,RUB,0.13091,2022-11-17
KZT,RUB,0.13147,2022-11-18
KZT,RUB,0.13152,2022-11-19
KZT,RUB,0.13232,2022-11-22
KZT,RUB,0.13085,2022-11-23
KZT,RUB,0.13075,2022-11-24
KZT,RUB,0.13052,2022-11-25
KZT,RUB,0.1298,2022-11-26
KZT,RUB,0.13054,2022-11-29
KZT,RUB,0.1305,2022-11-30
KZT,RUB,0.12997,2022-12-01
KZT,RUB,0.13041,2022-12-02
KZT,RUB,0.13187,2022-12-03
KZT,RUB,0.1326,2022-12-06
KZT,RUB,0.13409,2022-12-07
KZT,RUB,0.13325,2022-12-08
KZT,RUB,0.13214,2022-12-09
KZT,RUB,0.13212,2022-12-10
KZT,RUB,0.13294,2022-12-13
KZT,RUB,0.13451,2022-12-14
KZT,RUB,0.13499,2022-12-15
KZT,RUB,0.13724,2022-12-16
KZT,RUB,0.13789,2022-12-17
KZT,RUB,0.1416,2022-12-20
KZT,RUB,0.14737,2022-12-21
KZT,RUB,0.15032,2022-12-22
KZT,RUB,0.15338,2022-12-23
KZT,RUB,0.14706,2022-12-24
KZT,RUB,0.14817,2022-12-27
KZT,RUB,0.15167,2022-12-28
KZT,RUB,0.15485,2022-12-29
KZT,RUB,0.15606,2022-12-30
KZT,RUB,0.15258,2022-12-31
KZT,RUB,0.15174,2023-01-10
KZT,RUB,0.15051,2023-01-11
KZT,RUB,0.14945,2023-01-12
KZT,RUB,0.14664,2023-01-13
KZT,RUB,0.14608,2023-01-14
KZT,RUB,0.14772,2023-01-17
KZT,RUB,0.1484,2023-01-18
KZT,RUB,0.1484,2023-01-19
KZT,RUB,0.14827,2023-01-20
KZT,RUB,0.14838,2023-01-21
KZT,RUB,0.14837,2023-01-24
KZT,RUB,0.1488,2023-01-25
KZT,RUB,0.1493,2023-01-26
KZT,RUB,0.14982,2023-01-27
KZT,RUB,0.15029,2023-01-28
KZT,RUB,0.15115,2023-01-31
KZT,RUB,0.15332,2023-02-01
KZT,RUB,0.15227,2023-02-02
