currency_from,currency_to,value,date
USD,RUB,65.843,2019-03-07
USD,RUB,65.9646,2019-03-08
USD,RUB,66.0763,2019-03-12
USD,RUB,65.7674,2019-03-13
USD,RUB,65.589,2019-03-14
USD,RUB,65.4021,2019-03-15
USD,RUB,65.4201,2019-03-16
USD,RUB,64.6694,2019-03-19
USD,RUB,64.3167,2019-03-20
USD,RUB,64.2803,2019-03-21
USD,RUB,63.742,2019-03-22
USD,RUB,63.7705,2019-03-23
USD,RUB,64.4993,2019-03-26
USD,RUB,64.1683,2019-03-27
USD,RUB,64.5925,2019-03-28
USD,RUB,64.8012,2019-03-29
USD,RUB,64.7347,2019-03-30
USD,RUB,65.4176,2019-04-02
USD,RUB,65.4726,2019-04-03
USD,RUB,65.1639,2019-04-04
USD,RUB,65.3281,2019-04-05
USD,RUB,65.4072,2019-04-06
USD,RUB,65.3498,2019-04-09
USD,RUB,64.7766,2019-04-10
USD,RUB,64.7373,2019-04-11
USD,RUB,64.3991,2019-04-12
USD,RUB,64.5171,2019-04-13
USD,RUB,64.2469,2019-04-16
USD,RUB,64.2422,2019-04-17
USD,RUB,63.945,2019-04-18
USD,RUB,64.0688,2019-04-19
USD,RUB,63.9602,2019-04-20
USD,RUB,63.786,2019-04-23
USD,RUB,63.7906,2019-04-24
USD,RUB,63.9798,2019-04-25
USD,RUB,64.6794,2019-04-26
USD,RUB,64.7053,2019-04-27
USD,RUB,64.6917,2019-04-30
USD,RUB,64.6314,2019-05-01
USD,RUB,65.335,2019-05-07
USD,RUB,65.2166,2019-05-08
USD,RUB,65.2287,2019-05-09
USD,RUB,65.4703,2019-05-14
USD,RUB,65.3001,2019-05-15
USD,RUB,64.8489,2019-05-16
USD,RUB,64.5598,2019-05-17
USD,RUB,64.6327,2019-05-18
USD,RUB,64.4888,2019-05-21
USD,RUB,64.5372,2019-05-22
USD,RUB,64.4156,2019-05-23
USD,RUB,64.4913,2019-05-24
USD,RUB,64.6106,2019-05-25
USD,RUB,64.4636,2019-05-28
USD,RUB,64.5394,2019-05-29
USD,RUB,64.9084,2019-05-30
USD,RUB,65.0583,2019-05-31
USD,RUB,65.3834,2019-06-01
USD,RUB,65.5547,2019-06-04
USD,RUB,65.1614,2019-06-05
USD,RUB,65.1243,2019-06-06
USD,RUB,65.234,2019-06-07
USD,RUB,65.0395,2019-06-08
USD,RUB,64.7919,2019-06-11
USD,RUB,64.5158,2019-06-12
USD,RUB,64.6314,2019-06-14
USD,RUB,64.4326,2019-06-15
USD,RUB,64.3187,2019-06-18
USD,RUB,64.3352,2019-06-19
USD,RUB,63.9794,2019-06-20
USD,RUB,63.3877,2019-06-21
USD,RUB,63.1295,2019-06-22
USD,RUB,62.9095,2019-06-25
USD,RUB,62.5229,2019-06-26
USD,RUB,62.8083,2019-06-27
USD,RUB,63.0452,2019-06-28
USD,RUB,63.0756,2019-06-29
USD,RUB,63.0541,2019-07-02
USD,RUB,63.2265,2019-07-03
USD,RUB,63.4951,2019-07-04
USD,RUB,63.4013,2019-07-05
USD,RUB,63.5841,2019-07-06
USD,RUB,63.8699,2019-07-09
USD,RUB,63.766,2019-07-10
USD,RUB,63.7988,2019-07-11
USD,RUB,62.9944,2019-07-12
USD,RUB,63.0204,2019-07-13
USD,RUB,62.828,2019-07-16
USD,RUB,62.8129,2019-07-17
USD,RUB,62.9451,2019-07-18
USD,RUB,62.8286,2019-07-19
USD,RUB,62.8666,2019-07-20
USD,RUB,62.9776,2019-07-23
USD,RUB,63.129,2019-07-24
USD,RUB,63.1162,2019-07-25
USD,RUB,63.1572,2019-07-26
USD,RUB,63.1271,2019-07-27
USD,RUB,63.521,2019-07-30
USD,RUB,63.3791,2019-07-31
USD,RUB,63.4172,2019-08-01
USD,RUB,63.834,2019-08-02
USD,RUB,64.6423,2019-08-03
USD,RUB,65.0546,2019-08-06
USD,RUB,65.203,2019-08-07
USD,RUB,65.0932,2019-08-08
USD,RUB,65.1299,2019-08-09
USD,RUB,65.2543,2019-08-10
USD,RUB,65.4287,2019-08-13
USD,RUB,65.6017,2019-08-14
USD,RUB,65.2032,2019-08-15
USD,RUB,65.8907,2019-08-16
USD,RUB,65.9961,2019-08-17
USD,RUB,66.6082,2019-08-20
USD,RUB,66.784,2019-08-21
USD,RUB,66.263,2019-08-22
USD,RUB,65.6196,2019-08-23
USD,RUB,65.6046,2019-08-24
USD,RUB,65.9735,2019-08-27
USD,RUB,66.2608,2019-08-28
USD,RUB,66.4127,2019-08-29
USD,RUB,66.7471,2019-08-30
USD,RUB,66.4897,2019-08-31
USD,RUB,66.6235,2019-09-03
USD,RUB,66.9072,2019-09-04
USD,RUB,66.5002,2019-09-05
USD,RUB,66.0528,2019-09-06
USD,RUB,65.9981,2019-09-07
USD,RUB,65.5698,2019-09-10
USD,RUB,65.4393,2019-09-11
USD,RUB,65.4321,2019-09-12
USD,RUB,65.1909,2019-09-13
USD,RUB,64.4711,2019-09-14
USD,RUB,63.8272,2019-09-17
USD,RUB,64.1213,2019-09-18
USD,RUB,64.429,2019-09-19
USD,RUB,64.2199,2019-09-20
USD,RUB,63.8487,2019-09-21
USD,RUB,63.9453,2019-09-24
USD,RUB,63.706,2019-09-25
USD,RUB,64.1873,2019-09-26
USD,RUB,64.2888,2019-09-27
USD,RUB,64.4156,2019-09-28
USD,RUB,64.6407,2019-10-01
USD,RUB,65.067,2019-10-02
USD,RUB,65.4399,2019-10-03
USD,RUB,65.1312,2019-10-04
USD,RUB,65.03,2019-10-05
USD,RUB,64.8259,2019-10-08
USD,RUB,64.8672,2019-10-09
USD,RUB,65.0976,2019-10-10
USD,RUB,64.7416,2019-10-11
USD,RUB,64.2237,2019-10-12
USD,RUB,64.3652,2019-10-15
USD,RUB,64.2548,2019-10-16
USD,RUB,64.3455,2019-10-17
USD,RUB,64.0144,2019-10-18
USD,RUB,63.9542,2019-10-19
USD,RUB,63.7606,2019-10-22
USD,RUB,63.6336,2019-10-23
USD,RUB,63.7997,2019-10-24
USD,RUB,63.86,2019-10-25
USD,RUB,63.9966,2019-10-26
USD,RUB,63.87,2019-10-29
USD,RUB,63.832,2019-10-30
USD,RUB,63.8734,2019-10-31
USD,RUB,63.7748,2019-11-01
USD,RUB,64.0316,2019-11-02
USD,RUB,63.248,2019-11-06
USD,RUB,63.588,2019-11-07
USD,RUB,63.7298,2019-11-08
USD,RUB,63.7295,2019-11-09
USD,RUB,63.9121,2019-11-12
USD,RUB,63.853,2019-11-13
USD,RUB,64.2009,2019-11-14
USD,RUB,64.2101,2019-11-15
USD,RUB,63.8881,2019-11-16
USD,RUB,63.7542,2019-11-19
USD,RUB,63.773,2019-11-20
USD,RUB,64.0213,2019-11-21
USD,RUB,63.843,2019-11-22
USD,RUB,63.7101,2019-11-23
USD,RUB,63.7637,2019-11-26
USD,RUB,64.0239,2019-11-27
USD,RUB,63.9722,2019-11-28
USD,RUB,64.1005,2019-11-29
USD,RUB,64.0817,2019-11-30
USD,RUB,64.4097,2019-12-03
USD,RUB,64.1401,2019-12-04
USD,RUB,64.1948,2019-12-05
USD,RUB,63.8135,2019-12-06
USD,RUB,63.7185,2019-12-07
USD,RUB,63.7244,2019-12-10
USD,RUB,63.5788,2019-12-11
USD,RUB,63.5653,2019-12-12
USD,RUB,63.2257,2019-12-13
USD,RUB,62.5544,2019-12-14
USD,RUB,62.7686,2019-12-17
USD,RUB,62.5326,2019-12-18
USD,RUB,62.5831,2019-12-19
USD,RUB,62.5283,2019-12-20
USD,RUB,62.4071,2019-12-21
USD,RUB,62.2499,2019-12-24
USD,RUB,62.1673,2019-12-25
USD,RUB,61.7164,2019-12-26
USD,RUB,61.7676,2019-12-27
USD,RUB,62.0315,2019-12-28
USD,RUB,61.9057,2019-12-31
USD,RUB,61.9057,2020-01-01
USD,RUB,61.234,2020-01-10
USD,RUB,61.2632,2020-01-11
USD,RUB,60.9474,2020-01-14
USD,RUB,61.414,2020-01-15
USD,RUB,61.4328,2020-01-16
USD,RUB,61.5694,2020-01-17
USD,RUB,61.5333,2020-01-18
USD,RUB,61.4654,2020-01-21
USD,RUB,61.8552,2020-01-22
USD,RUB,61.8343,2020-01-23
USD,RUB,61.9515,2020-01-24
USD,RUB,61.8031,2020-01-25
USD,RUB,62.338,2020-01-28
USD,RUB,62.8299,2020-01-29
USD,RUB,62.3934,2020-01-30
USD,RUB,63.0359,2020-01-31
USD,RUB,63.1385,2020-02-01
USD,RUB,63.9091,2020-02-04
USD,RUB,63.4342,2020-02-05
USD,RUB,63.1742,2020-02-06
USD,RUB,62.7977,2020-02-07
USD,RUB,63.472,2020-02-08
USD,RUB,63.7708,2020-02-11
USD,RUB,63.949,2020-02-12
USD,RUB,63.047,2020-02-13
USD,RUB,63.6016,2020-02-14
USD,RUB,63.4536,2020-02-15
USD,RUB,63.3085,2020-02-18
USD,RUB,63.7698,2020-02-19
USD,RUB,63.6873,2020-02-20
USD,RUB,63.7413,2020-02-21
USD,RUB,64.3008,2020-02-22
USD,RUB,64.9213,2020-02-26
USD,RUB,65.5177,2020-02-27
USD,RUB,65.6097,2020-02-28
USD,RUB,66.9909,2020-02-29
USD,RUB,66.3274,2020-03-03
USD,RUB,66.4437,2020-03-04
USD,RUB,66.0784,2020-03-05
USD,RUB,66.1854,2020-03-06
USD,RUB,67.5175,2020-03-07
USD,RUB,72.0208,2020-03-11
USD,RUB,71.472,2020-03-12
USD,RUB,74.0274,2020-03-13
USD,RUB,73.1882,2020-03-14
USD,RUB,74.1262,2020-03-17
USD,RUB,73.8896,2020-03-18
USD,RUB,77.2131,2020-03-19
USD,RUB,80.157,2020-03-20
USD,RUB,78.0443,2020-03-21
USD,RUB,80.8815,2020-03-24
USD,RUB,78.8493,2020-03-25
USD,RUB,77.7928,2020-03-26
USD,RUB,78.7223,2020-03-27
USD,RUB,77.7325,2020-03-28
USD,RUB,76.4074,2020-04-07
USD,RUB,75.455,2020-04-08
USD,RUB,75.7499,2020-04-09
USD,RUB,74.605,2020-04-10
USD,RUB,73.7515,2020-04-11
USD,RUB,73.5245,2020-04-14
USD,RUB,73.315,2020-04-15
USD,RUB,73.7145,2020-04-16
USD,RUB,74.7119,2020-04-17
USD,RUB,73.9441,2020-04-18
USD,RUB,74.6657,2020-04-21
USD,RUB,76.2562,2020-04-22
USD,RUB,77.0416,2020-04-23
USD,RUB,75.129,2020-04-24
USD,RUB,74.7163,2020-04-25
USD,RUB,74.496,2020-04-28
USD,RUB,74.5706,2020-04-29
USD,RUB,73.6894,2020-04-30
USD,RUB,72.7263,2020-05-01
USD,RUB,73.9719,2020-05-07
USD,RUB,74.1169,2020-05-08
USD,RUB,73.8725,2020-05-09
USD,RUB,73.4326,2020-05-13
USD,RUB,73.5819,2020-05-14
USD,RUB,73.9298,2020-05-15
USD,RUB,73.2056,2020-05-16
USD,RUB,72.9798,2020-05-19
USD,RUB,72.3918,2020-05-20
USD,RUB,72.3381,2020-05-21
USD,RUB,70.924,2020-05-22
USD,RUB,71.8804,2020-05-23
USD,RUB,71.5962,2020-05-26
USD,RUB,71.1408,2020-05-27
USD,RUB,71.0635,2020-05-28
USD,RUB,71.1012,2020-05-29
USD,RUB,70.752,2020-05-30
USD,RUB,69.7114,2020-06-02
USD,RUB,68.9831,2020-06-03
USD,RUB,68.3413,2020-06-04
USD,RUB,69.0151,2020-06-05
USD,RUB,68.6319,2020-06-06
USD,RUB,68.3123,2020-06-09
USD,RUB,68.6745,2020-06-10
USD,RUB,68.6183,2020-06-11
USD,RUB,69.1219,2020-06-12
USD,RUB,70.395,2020-06-16
USD,RUB,69.7524,2020-06-17
USD,RUB,69.4822,2020-06-18
USD,RUB,69.618,2020-06-19
USD,RUB,69.5725,2020-06-20
USD,RUB,69.4835,2020-06-23
USD,RUB,68.8376,2020-06-24
USD,RUB,68.8376,2020-06-25
USD,RUB,69.466,2020-06-26
USD,RUB,69.1284,2020-06-27
USD,RUB,69.9513,2020-06-30
USD,RUB,70.4413,2020-07-01
USD,RUB,70.4413,2020-07-02
USD,RUB,70.5198,2020-07-03
USD,RUB,70.4999,2020-07-04
USD,RUB,71.3409,2020-07-07
USD,RUB,72.1719,2020-07-08
USD,RUB,71.2379,2020-07-09
USD,RUB,70.88,2020-07-10
USD,RUB,71.2298,2020-07-11
USD,RUB,70.7479,2020-07-14
USD,RUB,71.1275,2020-07-15
USD,RUB,70.7998,2020-07-16
USD,RUB,71.231,2020-07-17
USD,RUB,71.7139,2020-07-18
USD,RUB,71.9628,2020-07-21
USD,RUB,70.9668,2020-07-22
USD,RUB,70.7881,2020-07-23
USD,RUB,70.963,2020-07-24
USD,RUB,71.5974,2020-07-25
USD,RUB,71.585,2020-07-28
USD,RUB,71.9196,2020-07-29
USD,RUB,72.2348,2020-07-30
USD,RUB,73.3633,2020-07-31
USD,RUB,73.4261,2020-08-01
USD,RUB,74.1586,2020-08-04
USD,RUB,73.3806,2020-08-05
USD,RUB,73.2806,2020-08-06
USD,RUB,73.0397,2020-08-07
USD,RUB,73.6376,2020-08-08
USD,RUB,73.775,2020-08-11
USD,RUB,73.1522,2020-08-12
USD,RUB,73.2351,2020-08-13
USD,RUB,73.6067,2020-08-14
USD,RUB,73.2157,2020-08-15
USD,RUB,72.9676,2020-08-18
USD,RUB,73.4321,2020-08-19
USD,RUB,73.2392,2020-08-20
USD,RUB,73.7711,2020-08-21
USD,RUB,74.0999,2020-08-22
USD,RUB,74.4184,2020-08-25
USD,RUB,74.5126,2020-08-26
USD,RUB,75.5379,2020-08-27
USD,RUB,75.2354,2020-08-28
USD,RUB,74.6382,2020-08-29
USD,RUB,73.8039,2020-09-01
USD,RUB,73.5849,2020-09-02
USD,RUB,73.8588,2020-09-03
USD,RUB,75.468,2020-09-04
USD,RUB,75.1823,2020-09-05
USD,RUB,75.591,2020-09-08
USD,RUB,75.9645,2020-09-09
USD,RUB,76.0713,2020-09-10
USD,RUB,75.5274,2020-09-11
USD,RUB,74.8896,2020-09-12
USD,RUB,74.7148,2020-09-15
USD,RUB,75.1884,2020-09-16
USD,RUB,74.9278,2020-09-17
USD,RUB,75.1941,2020-09-18
USD,RUB,75.0319,2020-09-19
USD,RUB,76.0381,2020-09-22
USD,RUB,76.2711,2020-09-23
USD,RUB,76.3545,2020-09-24
USD,RUB,77.178,2020-09-25
USD,RUB,76.8195,2020-09-26
USD,RUB,78.6713,2020-09-29
USD,RUB,79.6845,2020-09-30
USD,RUB,78.7847,2020-10-01
USD,RUB,77.2774,2020-10-02
USD,RUB,78.0915,2020-10-03
USD,RUB,78.1281,2020-10-06
USD,RUB,78.5119,2020-10-07
USD,RUB,78.0921,2020-10-08
USD,RUB,77.9157,2020-10-09
USD,RUB,77.0284,2020-10-10
USD,RUB,77.0239,2020-10-13
USD,RUB,77.2855,2020-10-14
USD,RUB,77.2759,2020-10-15
USD,RUB,77.9461,2020-10-16
USD,RUB,77.9644,2020-10-17
USD,RUB,77.9241,2020-10-20
USD,RUB,77.778,2020-10-21
USD,RUB,77.0322,2020-10-22
USD,RUB,77.0809,2020-10-23
USD,RUB,76.4667,2020-10-24
USD,RUB,76.4443,2020-10-27
USD,RUB,76.4556,2020-10-28
USD,RUB,77.552,2020-10-29
USD,RUB,78.8699,2020-10-30
USD,RUB,79.3323,2020-10-31
USD,RUB,80.5749,2020-11-03
USD,RUB,80.0006,2020-11-04
USD,RUB,78.4559,2020-11-06
USD,RUB,77.1875,2020-11-07
USD,RUB,76.9515,2020-11-10
USD,RUB,76.3978,2020-11-11
USD,RUB,76.2075,2020-11-12
USD,RUB,77.1148,2020-11-13
USD,RUB,77.3262,2020-11-14
USD,RUB,76.9197,2020-11-17
USD,RUB,76.253,2020-11-18
USD,RUB,75.9268,2020-11-19
USD,RUB,76.2627,2020-11-20
USD,RUB,76.012,2020-11-21
USD,RUB,75.76,2020-11-24
USD,RUB,75.8146,2020-11-25
USD,RUB,75.4727,2020-11-26
USD,RUB,75.4518,2020-11-27
USD,RUB,75.8599,2020-11-28
USD,RUB,76.1999,2020-12-01
USD,RUB,76.3203,2020-12-02
USD,RUB,75.6151,2020-12-03
USD,RUB,75.1996,2020-12-04
USD,RUB,74.2529,2020-12-05
USD,RUB,74.2506,2020-12-08
USD,RUB,73.6618,2020-12-09
USD,RUB,73.3057,2020-12-10
USD,RUB,73.7124,2020-12-11
USD,RUB,73.1195,2020-12-12
USD,RUB,72.9272,2020-12-15
USD,RUB,73.4453,2020-12-16
USD,RUB,73.4201,2020-12-17
USD,RUB,72.9781,2020-12-18
USD,RUB,73.3155,2020-12-19
USD,RUB,74.6721,2020-12-22
USD,RUB,75.3498,2020-12-23
USD,RUB,75.4571,2020-12-24
USD,RUB,74.8392,2020-12-25
USD,RUB,73.6921,2020-12-26
USD,RUB,73.7175,2020-12-29
USD,RUB,73.6567,2020-12-30
USD,RUB,73.8757,2020-12-31
USD,RUB,73.8757,2021-01-01
USD,RUB,74.5157,2021-01-12
USD,RUB,74.2663,2021-01-13
USD,RUB,73.5264,2021-01-14
USD,RUB,73.7961,2021-01-15
USD,RUB,73.5453,2021-01-16
USD,RUB,73.9735,2021-01-19
USD,RUB,73.7243,2021-01-20
USD,RUB,73.355,2021-01-21
USD,RUB,73.3694,2021-01-22
USD,RUB,74.3615,2021-01-23
USD,RUB,74.8569,2021-01-26
USD,RUB,75.6354,2021-01-27
USD,RUB,75.04,2021-01-28
USD,RUB,76.1854,2021-01-29
USD,RUB,76.2527,2021-01-30
USD,RUB,75.5053,2021-02-02
USD,RUB,75.9051,2021-02-03
USD,RUB,76.0801,2021-02-04
USD,RUB,75.7293,2021-02-05
USD,RUB,75.1107,2021-02-06
USD,RUB,74.2602,2021-02-09
USD,RUB,74.1192,2021-02-10
USD,RUB,73.8526,2021-02-11
USD,RUB,73.7579,2021-02-12
USD,RUB,73.9378,2021-02-13
USD,RUB,73.3092,2021-02-16
USD,RUB,73.2895,2021-02-17
USD,RUB,73.7669,2021-02-18
USD,RUB,73.7755,2021-02-19
USD,RUB,73.9717,2021-02-20
USD,RUB,73.9833,2021-02-21
USD,RUB,73.7532,2021-02-25
USD,RUB,73.4747,2021-02-26
USD,RUB,74.4373,2021-02-27
USD,RUB,74.0448,2021-03-02
USD,RUB,74.5755,2021-03-03
USD,RUB,73.5187,2021-03-04
USD,RUB,73.7864,2021-03-05
USD,RUB,74.4275,2021-03-06
USD,RUB,74.264,2021-03-10
USD,RUB,74.0393,2021-03-11
USD,RUB,73.4996,2021-03-12
USD,RUB,73.5081,2021-03-13
USD,RUB,73.2317,2021-03-16
USD,RUB,72.9619,2021-03-17
USD,RUB,73.1019,2021-03-18
USD,RUB,73.6582,2021-03-19
USD,RUB,74.139,2021-03-20
USD,RUB,74.6085,2021-03-23
USD,RUB,75.3585,2021-03-24
USD,RUB,76.1535,2021-03-25
USD,RUB,76.1741,2021-03-26
USD,RUB,75.7576,2021-03-27
USD,RUB,75.8287,2021-03-30
USD,RUB,75.7023,2021-03-31
USD,RUB,75.6373,2021-04-01
USD,RUB,75.8073,2021-04-02
USD,RUB,76.0734,2021-04-03
USD,RUB,76.6052,2021-04-06
USD,RUB,76.3802,2021-04-07
USD,RUB,77.773,2021-04-08
USD,RUB,77.1011,2021-04-09
USD,RUB,77.1657,2021-04-10
USD,RUB,77.5104,2021-04-13
USD,RUB,77.2535,2021-04-14
USD,RUB,75.6826,2021-04-15
USD,RUB,76.9808,2021-04-16
USD,RUB,75.5535,2021-04-17
USD,RUB,76.2491,2021-04-20
USD,RUB,76.0155,2021-04-21
USD,RUB,76.8198,2021-04-22
USD,RUB,76.4217,2021-04-23
USD,RUB,75.0893,2021-04-24
USD,RUB,74.768,2021-04-27
USD,RUB,74.9578,2021-04-28
USD,RUB,74.939,2021-04-29
USD,RUB,74.3823,2021-04-30
USD,RUB,74.8451,2021-05-01
USD,RUB,75.2567,2021-05-05
USD,RUB,74.8617,2021-05-06
USD,RUB,74.577,2021-05-07
USD,RUB,74.1373,2021-05-08
USD,RUB,74.1567,2021-05-12
USD,RUB,74.04,2021-05-13
USD,RUB,74.3566,2021-05-14
USD,RUB,73.9968,2021-05-15
USD,RUB,73.8537,2021-05-18
USD,RUB,73.6992,2021-05-19
USD,RUB,73.6778,2021-05-20
USD,RUB,73.6007,2021-05-21
USD,RUB,73.5803,2021-05-22
USD,RUB,73.5266,2021-05-25
USD,RUB,73.3963,2021-05-26
USD,RUB,73.4737,2021-05-27
USD,RUB,73.458,2021-05-28
USD,RUB,73.587,2021-05-29
USD,RUB,73.2965,2021-06-01
USD,RUB,73.2411,2021-06-02
USD,RUB,73.4979,2021-06-03
USD,RUB,73.2636,2021-06-04
USD,RUB,73.2721,2021-06-05
USD,RUB,72.9294,2021-06-08
USD,RUB,72.8256,2021-06-09
USD,RUB,72.0829,2021-06-10
USD,RUB,72.1974,2021-06-11
USD,RUB,71.6797,2021-06-12
USD,RUB,71.8318,2021-06-16
USD,RUB,72.0323,2021-06-17
USD,RUB,72.5048,2021-06-18
USD,RUB,72.2216,2021-06-19
USD,RUB,73.1987,2021-06-22
USD,RUB,73.1661,2021-06-23
USD,RUB,72.6671,2021-06-24
USD,RUB,72.326,2021-06-25
USD,RUB,72.1694,2021-06-26
USD,RUB,72.1777,2021-06-29
USD,RUB,72.3723,2021-06-30
USD,RUB,72.7234,2021-07-01
USD,RUB,72.9086,2021-07-02
USD,RUB,73.6175,2021-07-03
USD,RUB,73.354,2021-07-06
USD,RUB,73.266,2021-07-07
USD,RUB,74.058,2021-07-08
USD,RUB,75.1952,2021-07-09
USD,RUB,74.4675,2021-07-10
USD,RUB,74.6336,2021-07-13
USD,RUB,74.0589,2021-07-14
USD,RUB,74.1236,2021-07-15
USD,RUB,74.2197,2021-07-16
USD,RUB,74.1656,2021-07-17
USD,RUB,74.3463,2021-07-20
USD,RUB,74.491,2021-07-21
USD,RUB,74.4947,2021-07-22
USD,RUB,73.6945,2021-07-23
USD,RUB,73.7663,2021-07-24
USD,RUB,74.098,2021-07-27
USD,RUB,73.8471,2021-07-28
USD,RUB,73.6088,2021-07-29
USD,RUB,73.1904,2021-07-30
USD,RUB,73.1388,2021-07-31
USD,RUB,73.0156,2021-08-03
USD,RUB,72.8724,2021-08-04
USD,RUB,72.7857,2021-08-05
USD,RUB,73.168,2021-08-06
USD,RUB,73.1304,2021-08-07
USD,RUB,73.5078,2021-08-10
USD,RUB,73.5962,2021-08-11
USD,RUB,73.9695,2021-08-12
USD,RUB,73.5671,2021-08-13
USD,RUB,73.4721,2021-08-14
USD,RUB,73.392,2021-08-17
USD,RUB,73.4753,2021-08-18
USD,RUB,73.4633,2021-08-19
USD,RUB,74.1503,2021-08-20
USD,RUB,74.364,2021-08-21
USD,RUB,74.0666,2021-08-24
USD,RUB,73.9465,2021-08-25
USD,RUB,73.7428,2021-08-26
USD,RUB,73.9908,2021-08-27
USD,RUB,73.9866,2021-08-28
USD,RUB,73.5744,2021-08-31
USD,RUB,73.2781,2021-09-01
USD,RUB,73.1912,2021-09-02
USD,RUB,72.8491,2021-09-03
USD,RUB,72.8545,2021-09-04
USD,RUB,72.9538,2021-09-07
USD,RUB,73.1909,2021-09-08
USD,RUB,73.4421,2021-09-09
USD,RUB,73.129,2021-09-10
USD,RUB,72.76,2021-09-11
USD,RUB,73.0841,2021-09-14
USD,RUB,72.7171,2021-09-15
USD,RUB,72.852,2021-09-16
USD,RUB,72.4329,2021-09-17
USD,RUB,72.5602,2021-09-18
USD,RUB,73.3315,2021-09-21
USD,RUB,73.2067,2021-09-22
USD,RUB,72.8806,2021-09-23
USD,RUB,72.7245,2021-09-24
USD,RUB,73.0081,2021-09-25
USD,RUB,72.6613,2021-09-28
USD,RUB,72.5083,2021-09-29
USD,RUB,72.7608,2021-09-30
USD,RUB,72.6642,2021-10-01
USD,RUB,72.9215,2021-10-02
USD,RUB,72.9239,2021-10-05
USD,RUB,72.5686,2021-10-06
USD,RUB,72.5682,2021-10-07
USD,RUB,72.2854,2021-10-08
USD,RUB,71.9882,2021-10-09
USD,RUB,71.6373,2021-10-12
USD,RUB,71.8801,2021-10-13
USD,RUB,71.8577,2021-10-14
USD,RUB,71.7846,2021-10-15
USD,RUB,71.2371,2021-10-16
USD,RUB,71.1714,2021-10-19
USD,RUB,70.9674,2021-10-20
USD,RUB,71.0555,2021-10-21
USD,RUB,70.9904,2021-10-22
USD,RUB,70.8623,2021-10-23
USD,RUB,70.1345,2021-10-26
USD,RUB,69.5526,2021-10-27
USD,RUB,69.8104,2021-10-28
USD,RUB,70.5207,2021-10-29
USD,RUB,70.52,2021-10-30
USD,RUB,71.0863,2021-11-02
USD,RUB,71.4783,2021-11-03
USD,RUB,71.4876,2021-11-04
USD,RUB,71.3975,2021-11-09
USD,RUB,71.2866,2021-11-10
USD,RUB,70.695,2021-11-11
USD,RUB,71.1964,2021-11-12
USD,RUB,71.8118,2021-11-13
USD,RUB,72.2724,2021-11-16
USD,RUB,72.5553,2021-11-17
USD,RUB,72.8228,2021-11-18
USD,RUB,72.6022,2021-11-19
USD,RUB,72.7617,2021-11-20
USD,RUB,73.4506,2021-11-23
USD,RUB,74.8327,2021-11-24
USD,RUB,74.3726,2021-11-25
USD,RUB,74.6004,2021-11-26
USD,RUB,75.5873,2021-11-27
USD,RUB,74.9818,2021-11-30
USD,RUB,74.8926,2021-12-01
USD,RUB,73.9746,2021-12-02
USD,RUB,74.0637,2021-12-03
USD,RUB,73.7426,2021-12-04
USD,RUB,73.6694,2021-12-07
USD,RUB,74.1399,2021-12-08
USD,RUB,73.8453,2021-12-09
USD,RUB,73.5998,2021-12-10
USD,RUB,73.6059,2021-12-11
USD,RUB,73.4107,2021-12-14
USD,RUB,73.4698,2021-12-15
USD,RUB,73.851,2021-12-16
USD,RUB,73.5708,2021-12-17
USD,RUB,73.733,2021-12-18
USD,RUB,74.2947,2021-12-21
USD,RUB,73.8206,2021-12-22
USD,RUB,73.7901,2021-12-23
USD,RUB,73.3583,2021-12-24
USD,RUB,73.1886,2021-12-25
USD,RUB,73.2329,2021-12-28
USD,RUB,73.4959,2021-12-29
USD,RUB,73.6514,2021-12-30
USD,RUB,74.2926,2021-12-31
USD,RUB,75.1315,2022-01-11
USD,RUB,74.8355,2022-01-12
USD,RUB,74.5277,2022-01-13
USD,RUB,74.5686,2022-01-14
USD,RUB,75.7668,2022-01-15
USD,RUB,76.0404,2022-01-18
USD,RUB,76.3347,2022-01-19
USD,RUB,76.8697,2022-01-20
USD,RUB,76.4408,2022-01-21
USD,RUB,76.6903,2022-01-22
USD,RUB,77.3649,2022-01-25
USD,RUB,78.6422,2022-01-26
USD,RUB,78.9437,2022-01-27
USD,RUB,78.947,2022-01-28
USD,RUB,77.8174,2022-01-29
USD,RUB,77.4702,2022-02-01
USD,RUB,77.1302,2022-02-02
USD,RUB,76.4849,2022-02-03
USD,RUB,76.6501,2022-02-04
USD,RUB,76.0509,2022-02-05
USD,RUB,75.6806,2022-02-08
USD,RUB,75.3042,2022-02-09
USD,RUB,74.8015,2022-02-10
USD,RUB,74.7241,2022-02-11
USD,RUB,74.9867,2022-02-12
USD,RUB,76.5762,2022-02-15
USD,RUB,76.166,2022-02-16
USD,RUB,75.0141,2022-02-17
USD,RUB,75.7527,2022-02-18
USD,RUB,75.7619,2022-02-19
USD,RUB,76.7671,2022-02-22
USD,RUB,80.4194,2022-02-23
USD,RUB,86.9288,2022-02-25
USD,RUB,83.5485,2022-02-26
USD,RUB,93.5589,2022-03-01
USD,RUB,91.7457,2022-03-02
USD,RUB,103.2487,2022-03-03
USD,RUB,111.7564,2022-03-04
USD,RUB,105.8124,2022-03-05
USD,RUB,105.8124,2022-03-06
USD,RUB,116.0847,2022-03-10
USD,RUB,120.3785,2022-03-11
USD,RUB,116.7517,2022-03-12
